COMPANY NAME,ADDRESS,CATEGORY,START DATE,EXPIRY DATE
Oneconnect Infrastructure Limited,"4 Kenema Close, Off Sakono Street, Ademola Adetokunbo Crescent, Wuse 2 , Abuja.",Internet Service Provider  ,01/02/2026,31/01/2031
Communication Trends Nigeria Limited,"TUG Centre, 19 Aminu Kano Crescent, Wuse 2, Abuja.",Internet Service Provider  ,01/07/2023,30/06/2028
Gulf Technologies Networks Limited,"Suite 18, Zone 3 Shopping Complex, Wuse, Abuja.",Internet Service Provider  ,01/08/2022,31/07/2027
Swift Talk Limited,3 - 6 Alhaji Adejumo Avenue Lagos,Internet Service Provider  ,01/01/2022,31/12/2026
Conecom Limited,"3A-3C, Aso Street, Parkview Estate, Ikoyi, Lagos.",Internet Service Provider  ,01/08/2021,31/07/2026
Hyperia Limited,"27, Saka Tinubu Street, Victoria Island Lagos",Internet Service Provider  ,01/04/2022,31/03/2027
Baube  Solutions Nigeria Limited,"SCCN House, Plot 184, Ademola Adetokunbo Crescent, Wuse 2, Abuja",Internet Service Provider  ,01/06/2021,31/05/2026
Timeless Network Services Ltd,"Plot 1675, BO5, Cadastral Zone, Tunde Idiagbon Str, Utako Abuja ",Internet Service Provider  ,01/06/2021,31/05/2026
Interra Networks Limited,BOA Plaza Ground Floor Independence Avenue Central Business District FCT Abuja ,Internet Service Provider  ,01/10/2022,30/09/2027
Telserve Networks Limited,"No. 19, Ajao road, off Adeniyi Jones, Ikeja, Lagos.",Internet Service Provider  ,01/07/2021,30/06/2026
Suburban Broadband Limited,"15, Bangui Street, Wuse Ii, Abuja.",Internet Service Provider  ,01/07/2023,30/06/2028
Skymax Integrated Networks Ltd,"FSM 219 - 220, FCE Business Plaza, Opposite Skye Bank ,Jimeta, Yola, Adamawa State.",Internet Service Provider  ,01/12/2021,30/11/2026
Trakatel Limited ,"5th Floor , Centage Plaza, 14, Allen Avenue, Ikeja, Lagos. ",Internet Service Provider  ,01/07/2021,30/06/2026
Prest Cable & Satellite TV Systems Ltd,"57, Airport Road, Benin City Edo, State",Full Gateway Services  ,01/01/2007,31/12/2026
Imbil Telecom Solutions Nig Ltd,"No. 20, Adesina Street, Off Awolowo Road, Ikeja, Lagos.",Full Gateway Services  ,01/04/2022,31/03/2032
Starlink Internet Services Nigeria Ltd,"2nd Floor, Mulliner Towers, 39 Alfred Rewane Road, Ikoyi, Lagos.",Full Gateway Services  ,01/05/2022,30/04/2032
DMK Telecommunication Nig. Ltd,No 1 olufemi ojo street shasha Road Akowonjo Lagos ,Full Gateway Services  ,01/02/2023,31/01/2033
IS Internet Solutions formerly Accelon Nig Ltd,"3B, Ligali Ayorinde Street, V/I Lagos",International Data Access  ,01/11/2016,31/10/2026
Information Connectivity Solutions Ltd,"Plot 4, Sen Victor Oyofo Close, Lekki-Epe Expressway, Chisco Bus-stop by Enyo Petrol Station, Lagos",International Data Access  ,01/08/2017,31/07/2027
Interconnect ClearingHouse Nigeria Limited,"15th, Floor NECOM House 15, Marina Lagos",International Data Access  ,01/12/2017,30/11/2027
Speedcast Nigeria Limited (formally Omnes Communications Nig Ltd),"No. 55C, Akintunde Adeyemi Drive, Off Adewole Kuku Street, Lekki Phase 1, Ibeju-Lekki, Lagos.",International Data Access  ,01/03/2018,28/02/2028
Upland Consulting Nigeria Limited (Formally Upland Media),"13th Floor, Foreshore Towers, 2a, Osborne Road, Ikoyi, Lagos.",International Data Access  ,01/06/2018,30/05/2028
Inq. Digital Nigeria Limited <br>(formerly Vodacom Business Africa Limited),"3A, Aja Nwachukwu Close, P.O. Box 51734, Falomo, Ikoyi, Lagos ",International Data Access  ,01/07/2018,30/06/2028
21st Century Technologies Ltd,"5, Jeremiah Ugwu street, Off admiralty way, Lekki Phase 1, Lagos State",International Data Access  ,01/05/2019,30/04/2029
BT (Nigeria ) Limited,"correspondence adress: 4c, Ologun Agbaje Street, Victoria Island, Lagos .8B, Ademola Street, Off Awolowo Road, Ikoyi, Lagos.",International Data Access  ,01/10/2019,30/09/2029
Airworld Technologies Ltd,"No 13 Adeyinka Adebayo street, 1st gate, Legislative quarters Abuja",International Data Access  ,01/04/2020,31/03/2030
Rignet AP Facilities & Services Limited,"26, Grace Anjous Drive, Lekki Phase 1, Lagos.",International Data Access  ,01/03/2016,28/02/2026
Exchange Telecommunications Limited,"Plot 22A, Guinness Road, Ogba Lagos.",International Data Access  ,01/05/2016,30/04/2026
BroadBased Communications Ltd ,"12th Floor, Necom House, 15 Marina road, Lagos.",International Data Access  ,01/01/2018,31/12/2027
WIOCC Nigeria Limited,"No 3b, Bosun Adekoya Street, Lekki Phase 1, Lagos.",International Data Access  ,01/01/2018,31/12/2027
Breeze Micro Limited,"12 Suez Crescent, Abacha Estate, Behind Sheraton Hotels and Towers, Wuse Zone 4, Abuja.",International Data Access  ,01/02/2018,31/01/2028
Polo Solutions Project Limited,"Block 47, Plot 10, Iweanya Ogbogho Crescent, Phase 1, Lekki Lagos",International Data Access  ,01/02/2018,31/01/2028
Perpetual Communications Limited,"YMCA BUILDING, 77 AWOLOWO RD, IKOYI, LAGOS",International Data Access  ,01/08/2018,31/07/2028
Main One Cable Company Nigeria Limited ,"F&F Towers, 7th Floor, No. 13, Ligali Ayorinde Street, Victoria Island, Lagos.",International Data Access  ,01/12/2018,30/11/2028
Vovida Communications Ltd,"Pent House 2, Omega Centre, Plot 527, Aminu Kano Crescent, Wuse 2.",International Data Access  ,01/10/2019,30/09/2029
Analytiq Telcom Solutions Limited,"No. 27, Ladoke Akintola Street, GRA, Ikeja, Lagos.",International Data Access  ,01/11/2019,31/10/2029
Telecall Globe Communications Ltd,"No. 8A, Ibiyinka Olorunbe Close, Off Amodu Ojikutu Street, Victoria Island, Lagos.",International Data Access  ,01/10/2020,30/09/2030
Mkel Networks Limited ,"No. 4A, Kokoma Close, Off Buchanan Street, Wuse 2, Abuja.",International Data Access  ,01/12/2020,30/11/2030
Liquid Intelligent Technologies Limited,"6th Floor, Landmark Towers, 5b Water Corporation Road, Oniru, Victoria Island, Lagos.",International Data Access  ,01/12/2020,30/11/2030
Realife Telecommunication Limited,"SF20 Anafara Plaza, First Avenue, Gwarimpa, Abuja.",International Data Access  ,01/02/2021,31/01/2031
Paribas Communications Limited,"No.1 Gwani Street, Wuse Zone 4 FCT, Abuja, Nigeria",International Data Access  ,01/01/2021,31/12/2030
MAB Consultant and Associates Ltd,"114 Kwame Nkurumah Street, Asokro, Abuja-FCT.",International Data Access  ,01/01/2021,31/12/2030
Sleekchip Technologies Ltd,"No.2 Wing B, Amazon River Close, Maitama",International Data Access  ,01/04/2022,31/03/2032
Westan Microlink Communication Ltd,"7 Lumumbashi Street Wuse Zone 4, Abuja",International Data Access  ,01/05/2022,30/04/2032
Rapidlink Telekoms Limited,"5B Chief Collins Street, Lekki Lagos",International Data Access  ,01/05/2022,30/04/2032
Netvox Neworks Infrastructure Limited,"Work and Connect, 50 Ebitu Ukiwe Street, Jabi, Abuja.",International Data Access  ,01/05/2022,30/04/2032
Telko Managed Services Limited ,"No 3, Murphy Atsepoyi Street, Ramat Crescent, Ogudu GRA, Lagos State.",International Data Access  ,01/05/2022,30/04/2032
ITSky Solutions Limited,"13b Fredrick Chiluba, Asokoro, Abuja",International Data Access  ,01/11/2022,31/10/2032
AFR-IX Data Communications Limited,Block B Suite 243 Sura Complex Lagos Island ,International Data Access  ,01/11/2022,31/10/2032
Ultranet Telecoms Limited,"No. 32, Sultan Drive, Gwarimpa, Abuja",International Data Access  ,01/12/2022,30/11/2032
Billyronks Global Limited,"40A Alh. Basheer Shittu Avenue, Magodo GRA Phase 2, Lagos State.",International Data Access  ,01/01/2023,31/12/2032
EON Global Telecom Ltd,"Number 6, Yele Street, Wuse Zone 3, Abuja.",International Data Access  ,01/02/2023,31/01/2033
"Connect, Surf and Smile Limited","Enipaul Plaza, 253 Oron Road, Uyo, Akwa Ibom State",International Data Access  ,01/04/2023,31/03/2033
Servicia Technologies Ltd,"No. 4, Kokoma Close, Of Buchanan Crescent, Wuse 2, Abuja.",International Data Access  ,01/06/2023,31/05/2033
Solidester Nigeria Limited,"No. 10, Zoo Road, 1st Floor, Amana Plaza, Kano State.",International Data Access  ,01/06/2023,31/05/2033
Portland Telco Ltd,"5B, Gabaro Close, Victoria Island, Lagos.",International Data Access  ,01/07/2023,30/06/2033
5amas technologies Ltd,"Suite 44 Vicbalkon Towers,  Jabi Abuja",International Data Access  ,01/09/2023,21/08/2033
Skap Interconnect Exchange Ltd,"No 29, Bukuru Bypass, Jos North Lga, Plateau State.",International Data Access  ,01/10/2023,30/09/2033
Heptagon Link Ltd,"MAGAJI MUAZU STREET, OFF PATRICK YAKOWA STRRET. KATAMPE EXTENSION. ABUJA",International Data Access  ,01/05/2023,30/04/2033
Seamface Global Solutions Limited,"21A, Democracy Drive, Gaduwa Estate, Kaura District, FCT, Abuja.",International Data Access  ,01/02/2024,31/01/2034
TeleAfrica Communications Limited ( formerly Medallion Communication Ltd <br>(former Demadiur System Ltd),"Plot 22, Block 113, Adebisi Ogunniyi Crescent, Lekki Phase 1, Lagos State",International Data Access  ,01/06/2024,31/05/2034
Rahamaniyya Construction And Engineering Coy Ltd,"No 10 Gimbiya Street, Area 11, Garki, Abuja.",International Data Access  ,01/07/2024,30/06/2034
QPQ Ltd,"11D Obe Street, Kongi, Bodija, Ibadan North, Oyo State.",International Data Access  ,01/07/2024,30/06/2034
Airtel Nigeria Telesonic Limited,"Plot L2, 401 Close, Banana Island, Ikoyi, Lagos State.",International Data Access  ,01/11/2024,31/10/2034
TIS Lagos Limited,"KPMG Tower, Bishop Aboyade Cole Street, Victoria Island, Lagos State,",International Data Access  ,01/06/2025,31/05/2035
Amazon Kuiper Nigeria Limited,"Sinari Daranijo Street, Off Ajose Adeogun, Victoria Island, Lagos State.",International Data Access  ,01/01/2026,31/12/2035
Feltem Telecom Limited,"3 Remi Olowude Street, Parkview Ikoyi, Lagos State.",International Data Access  ,01/01/2026,31/12/2035
Intercom Data Network Ltd,"No. 19, Olu Awotesu Street, Jabi 900108, Life Camp, Abuja.",International Data Access  ,01/01/2019,31/12/2028
Routelink Integrated Systems Ltd,"4th Floor, Africa Re House, Plot 1679, Karimu Kotun Street, Victoria Island 101241, Lagos.",International Data Access  ,01/05/2021,30/04/2031
Amics Technologies Limited,"No. 20, Oguntona Crescent, Gbagada Phase 1, Lagos.",International Data Access  ,01/08/2021,31/07/2031
Main One Cable Co. Nig Ltd,"F&F Towers, 7th Floor, No. 13, Ligali Ayorinde Street, Victoria Island, Lagos.",International Cable Infrastructure & Landing Station  ,01/08/2008,31/07/2028
MTN Nigeria Communications Ltd,"Golden Plaza Building, Falomo, Ikoyi, Lagos",International Cable Infrastructure & Landing Station  ,01/01/2010,31/12/2029
Dolphin Telecommunications Limited(Formerly ETG Integrated Services Ltd),"No 2, Ogalade Close, Off Ologun Agbaje Street, Victoria Island, Lagos.",International Cable Infrastructure & Landing Station  ,01/02/2012,31/01/2032
WIOCC Nigeria Limited,"No 3B, Bosun Adekoya Street, Lekki Phase 1, Lagos.",International Cable Infrastructure & Landing Station  ,01/06/2021,31/05/2041
TeleAfrica Communications Limited ( formerly Medallion Communication Ltd <br>(former Demadiur System Ltd),"Plot 22, Block 113, Adebisi Ogunniyi Crescent, Lekki Phase 1, Lagos State.",Interconnect Exchange  ,01/08/2023,31/07/2033
Interconnect ClearingHouse Nigeria Limited,"15th, Floor NECOM House 15, Marina Lagos",Interconnect Exchange  ,01/08/2023,31/07/2028
Solid Interconnectivity Services Limited,"No 4, Adeyemo Akapo Street, Omole Phase 1, Lagos. ",Interconnect Exchange  ,01/11/2016,30/10/2026
Billyronks Global Ltd,"40A Alh. Basheer Shittu Avenue, Magodo GRA Phase 2, Lagos State.",Interconnect Exchange  ,01/01/2018,31/12/2027
Routelink Integrated Systems Ltd,"4th Floor, Africa Re House, Plot 1679, Karimu Kotun Street, Victoria Island 101241, Lagos.",Interconnect Exchange  ,01/10/2018,30/09/2028
Barracuda Interconnect Exchange Ltd,"Plot 23, Harmony Estate, Doveland Crescent, Wuse, Abuja.",Interconnect Exchange  ,01/11/2018,31/10/2028
Sleekchip Technologies Ltd,"No.2 Wing B, Amazon River Close, Maitama",Interconnect Exchange  ,01/02/2019,31/01/2029
Analytiq Telcom Solutions Limited,"No. 27, Ladoke Akintola Street, GRA, Ikeja, Lagos.",Interconnect Exchange  ,01/11/2019,31/10/2029
Imbil Telecom Solutions Nig Ltd,"20, Adeshina Street, Off Awolowo Way, Ikeja, Lagos",Interconnect Exchange  ,01/09/2020,31/08/2030
Telko Managed Services Limited ,"3 Murphy Atsekpoyi Street, Ogudu GRA, Lagos.",Interconnect Exchange  ,01/09/2020,31/08/2030
Telecall Globe Communications Ltd,"No. 8A, Ibiyinka Olorunbe Close, Off Amodu Ojikutu Street, Victoria Island, Lagos.",Interconnect Exchange  ,01/11/2020,31/10/2030
Enverge Limited ,"Plot 52 (House 14), Ubiaja Crescent, Garki 2, Abuja.",Interconnect Exchange  ,01/12/2020,30/11/2030
Westan Microlink Communication Ltd,"7 Lumumbashi Street Wuse Zone 4, Abuja",Interconnect Exchange  ,01/12/2020,30/11/2030
Paribas Communications Limited,"No.1 Gwani Street, Wuse Zone 4 FCT, Abuja, Nigeria",Interconnect Exchange  ,01/01/2021,31/12/2030
Amics Technologies Limited,"No. 20, Oguntona Crescent, Gbagada Phase 1, Lagos.",Interconnect Exchange  ,01/08/2021,31/07/2031
@mobile Telecoms Services Limited,"Plot 870b, Bendel Close, Victoria Island, Lagos.",Interconnect Exchange  ,01/01/2021,31/12/2030
Rapidlink Telekoms Limited,"5B Chief Collins Street, Lekki Lagos",Interconnect Exchange  ,01/11/2021,31/10/2031
Mkel Networks Limited ,"No. 4A Kokoma Close Wuse 2, Abuja",Interconnect Exchange  ,01/04/2022,31/03/2032
Z Tech & Consultants Ltd,"Block C2, Asaba and Dantata Estate, Life-Camp, Abuja.",Interconnect Exchange  ,01/05/2022,30/04/2032
Meriva Spot Limited,"Elder Isibor Street off New General Hospital Road, along Okpanam Road, Asaba",Interconnect Exchange  ,01/06/2021,31/05/2031
Send and Receive Limited,"No. 1, Owerri Street, Area 7, Garki, Abuja.",Interconnect Exchange  ,01/07/2022,30/06/2032
MAB Consultant and Associates Limited,"114 Kwame Nkurumah Street, Asokro, Abuja-FCT.",Interconnect Exchange  ,01/06/2022,31/05/2032
Firm & Resolute Investment Ltd,"Plot 102, A-Class Park, Along Kashim Ibrahim Way, Maitama, Abuja",Interconnect Exchange  ,01/09/2022,31/08/2032
"Connect, Surf and Smile Limited","Enipaul Plaza 253 Oron Road, Uyo, Akwa Ibom.",Interconnect Exchange  ,01/01/2023,31/12/2032
Edo Telecom Ltd,"No 7, Dawson Road, Benin City, Edo State.",Interconnect Exchange  ,01/01/2023,31/12/2032
Sunab Telecoms Services Ltd,"77, Nelson Mandela Street, Aso, Asokoro, Abuja",Interconnect Exchange  ,01/01/2023,31/12/2032
Servicia Technologies Ltd,"No 4 Kokoma Close, Off Buchanan Crescent, Wuse 2, Abuja.",Interconnect Exchange  ,01/04/2023,31/03/2033
Liquid Telecom Nigeria Limited,"16, Goddy Ogbaga Street, Road 111, Gwarimpa, Abuja",Interconnect Exchange  ,01/04/2023,31/03/2033
K.R.A Global Ventures Limited,"9, Benin Street, Area 10, Garki, Abuja.",Interconnect Exchange  ,01/04/2023,31/03/2033
Solidester Nigeria Limited,"No. 10, Zoo Road, 1ST Floor, Amana Plaza, Kano State.",Interconnect Exchange  ,01/04/2023,31/03/2033
Voixone Telecom,"8, Toamasina Street Wuse 2 Abuja FCT",Interconnect Exchange  ,01/09/2023,31/08/2033
Riverside Telecommunication Ltd,"Suite 44B Vicbalkon Towers , Jabi Abuja",Interconnect Exchange  ,01/09/2023,31/08/2033
Seamless Telecommunications Nigeria Limited,"Suite 201, Block B10,  1004 Housing Estate, Victoria Island, Lagos",Interconnect Exchange  ,01/09/2023,31/08/2033
5amas technologies Ltd,"Suite 44 Vicbalkon Towers,  Jabi Abuja",Interconnect Exchange  ,01/09/2023,31/08/2033
Ageruku Internet Link Ltd,"MAGAJI MUAZU STREET, KATAMPE EXTENSION OFF PATRICK YAKOWA STREET. AMAC. ABUJA",Interconnect Exchange  ,01/05/2023,30/04/2033
Lenox Reed Limited,"Plot A, 13B Eden Graden Estate, Lekki, Lagos.",Collocation/Infrastructure  ,01/04/2022,31/03/2032
Communication Towers Nig Ltd,"14, Atbara Street, Off Cairo Street, Wuse II, Abuja",Collocation/Infrastructure  ,01/01/2018,31/12/2027
IHS Towers NG Limited <br>(formerly Helios Towers Nig Ltd),"Plot 935 Idejo Street, Victoria Island, Lagos.",Collocation/Infrastructure  ,01/02/2018,31/01/2028
IHS (Nigeria) Limited,"Plot 935 Idejo Street, Victoria Island, Lagos.",Collocation/Infrastructure  ,01/06/2018,31/05/2028
Swap Technologies & Telecomms plc,"Plot 1, Blk 128B, New Creation Street, Off Remi Olowude Way, Lekki Phase 1, P.O. Box 72990, V/I, Lagos",Collocation/Infrastructure  ,01/01/2019,31/12/2028
Raeanna Nigeria Limited ,"6, Niyi Okunibi Street, lekki Phase 1, Lagos",Collocation/Infrastructure  ,01/03/2019,28/02/2029
Coloplus Worldwide Services <br>(formerly Procomtel Ltd),"22B, PROF. KIUMI AKINGBEHIN STREET, OFF MIKE ADEGBITE STREET, LEKKI PHASE 1, LEKKI - LAGOS",Collocation/Infrastructure  ,01/11/2019,31/10/2029
Trussnet Ltd,"141a olabode George Street, Victoria Island Lagos",Collocation/Infrastructure  ,01/07/2021,30/06/2031
Hotspot Network Ltd,"Plot 106, Ebitu Ukiwe Street, Jabi District, Abuja.",Collocation/Infrastructure  ,01/09/2022,31/08/2032
M-P Infrastructure Limited,"plot 25, block 68 Bisola Duronsinmi etti drive lekki phase 1 lagos",Collocation/Infrastructure  ,01/09/2022,31/08/2032
World Wide Industrial Ventures Limited,"No. 1C, Durosinmi Fatai Crescent, VI,  Lagos",Collocation/Infrastructure  ,01/12/2023,30/11/2033
Extended Networks W.A. Limited,"27, Oba Akran Avenue, Ikeja, Lagos.",Collocation/Infrastructure  ,01/08/2024,31/07/2034
INT Towers Limited,"Plot 934, Idejo Street, Victoria Island Lagos ",Collocation/Infrastructure  ,01/01/2025,31/12/2034
ATC Nigeria Wireless Infrastructure Limited,"10th Floor, Alliance Place, 33A Alfred Rewane Road, Ikoyi, Lagos State, Nigeria",Collocation/Infrastructure  ,01/06/2025,31/05/2035
Pan African Towers Limited,"PLOT 999C, DANMOLE STREET, VICTORIA ISLAND, LAGOS STATE",Collocation/Infrastructure  ,01/11/2017,31/10/2027
Tydacomm Limited,"Road 14, K28-k31,Abonta Court, Victoria Garden City, Lagos.",Collocation/Infrastructure  ,01/01/2017,31/12/2026
Slycom Network Services Nigeria Limited,"1b, Kayode Taiwo Street, Magodo, Lagos State",Collocation/Infrastructure  ,01/01/2018,31/12/2027
Content Oasis Limited,"Plot 142, Adetokumbo Ademola Crescent, Wuse 2, Abuja.",Collocation/Infrastructure  ,01/07/2018,30/06/2028
Anchor Telecoms Nigeria Limited,"Plot 865, Bendel Close, Victoria Island, Lagos State.",Collocation/Infrastructure  ,01/08/2018,30/07/2028
Moytel Consultants Limited,"20, Theophilus Oji Street, Off Fola Osibo, Lekki Phase 1, Lagos.",Collocation/Infrastructure  ,01/08/2018,31/07/2028
CITCC Nigeria Limited,"Plot 14, Bamaka Street, Wuse Zone 1.",Collocation/Infrastructure  ,01/09/2018,31/08/2028
Sun Cellular Nigeria Limited,"A1 PTF estate Cairo Street, wuse 2 abuja",Collocation/Infrastructure  ,01/01/2019,31/12/2028
Boni Main Limited,"Head Office: 22 Balarabe Musa, Off Ozumba Mbadiwe, Victoria Island, Lagos, Nigeria. Abuja Office: 0332 NAF Valley Estate, Asokoro, Abuja.",Collocation/Infrastructure  ,01/12/2018,30/11/2028
Zysod Communications Limited,"No. 2 Tokunbo Ali Street, Off Toyin Street, Ikeja, Lagos.",Collocation/Infrastructure  ,01/02/2019,31/01/2029
Ratel Plus Nigeria Limited,"Plot 375 & 373 Zawachiki Layout, Behind 1000 Housing Estate, Fanshekara Road, Kano.",Collocation/Infrastructure  ,01/07/2019,30/06/2029
Africa Mobile Network Communication Ltd,"The Regent Place, Plot MF 15, Murtala Mohammed Expressway, Kubwa, Abuja.",Collocation/Infrastructure  ,01/09/2019,31/08/2029
QL-Teknik Ltd,"Plot 20, Umar Tela Street, Cadastral Zone, BIS Sector, Centre A, Jahi District, Abuja.",Collocation/Infrastructure  ,01/07/2019,30/06/2029
Atlas Tower Management Services Limited,"The Waterfront, Plot B, Block 12E, Admiralty Way, Lekki, Lagos",Collocation/Infrastructure  ,01/09/2019,31/08/2029
Bleu-Hey Nigeria Limited,"Suite CS 30, Harmonic Plaza, Plot 354, Mike Akhigbe Way, Jabi, Abuja.",Collocation/Infrastructure  ,01/10/2019,30/09/2029
Dune Engineering and Construction Company Limited,43 PARAKOU CRESCENT OPFF AMINU KANO CRESCENT WUSE 2 ABUJA,Collocation/Infrastructure  ,01/10/2019,30/09/2029
Telnia Limited,"Suite B87 Area 11 Shopping Mall, Garki, Abuja, Nigeria",Collocation/Infrastructure  ,01/11/2019,31/10/2029
Dafric Global Resources Limited,Alh. Tajudeen A. Dantata Farms Opposite 7up Bottling Company Zaria Road,Collocation/Infrastructure  ,01/12/2019,30/11/2029
BTS Logistics Nigeria Limited,"4A, Alkhum Close, off Lingu Crescent, Wuse 2, Abuja.",Collocation/Infrastructure  ,01/02/2020,31/01/2030
Brixcon Telecommunications Limited,No. 69 Adetokunbo Ademola Crescent Wise II Abuja ,Collocation/Infrastructure  ,01/01/2020,31/12/2030
Skolak Resources Limited,"Bz3, Sardauna Crescent, Off Junction Road, Kaduna.",Collocation/Infrastructure  ,01/02/2020,31/01/2030
Paychex International Marketing Limited,No 2. River Benue Street Off IBB Boulevard Maitama Abuja,Collocation/Infrastructure  ,01/10/2019,30/09/2029
Siayo Associate Limited,"No. 5A, Habibat Close, Admiralty Way, Lekki Phase 2, Lagos.",Collocation/Infrastructure  ,01/03/2020,28/02/2030
Connectivity Infrastructure Services Limited,"10th Floor, Alliance Place, 33a Alfred Rewane Road, Ikoyi, Lagos.",Collocation/Infrastructure  ,01/04/2020,31/03/2030
Infraworx Utilities Limited,"4th Floor, Camp and Pride Place, 22a Eastern Bypass, Port Harcourt.",Collocation/Infrastructure  ,01/06/2020,31/05/2030
Infratel Limited,"11B Gen. Ogomudia Blvd, off Admiralty Road, Lekki Phase 1, Lekki, Lagos.",Collocation/Infrastructure  ,01/06/2020,31/05/2030
BUD Infrastructure Limited,"21b Fatai Idowu Arobieke Street, Lekki, Lagos ",Collocation/Infrastructure  ,01/07/2020,30/06/2030
Western Telecoms and Engineering Services Metro Limited,"2, ONIKOYI STREET, IKOYI, LAGOS",Collocation/Infrastructure  ,01/08/2020,31/07/2030
Secured Towers Limited,"9b, Emma Abimbola Cole Street (Along Fola Osibo Street), Lekki Phase 1, Lagos.",Collocation/Infrastructure  ,01/08/2020,31/07/2030
Vanu Wireless Nigeria Limited,"No. 1, Montgomery Road, Yaba, Lagos",Collocation/Infrastructure  ,01/09/2020,31/08/2030
Paribas Communications Limited,"No.1 Gwani Street, Wuse Zone 4 FCT, Abuja, Nigeria",Collocation/Infrastructure  ,01/09/2020,31/08/2030
Thermolinks Concepts Ltd,"No. 10, Onitsha Crescent, Off Gimbiya Street, Area 11, Garki, Abuja.",Collocation/Infrastructure  ,01/09/2020,31/08/2030
Global Communications Extension Services Ltd,"No. 15, Hamza Abdullahi Close, Off Mamman Nasir Street, Asokoro, Abuja.",Collocation/Infrastructure  ,01/10/2020,30/09/2030
Star Solution Limited,"Suite 110-113, FAMOUS HOUSE, NO. 74, ISHERI ROAD, (BESIDE FRSC), OJODU, LAGOS ",Collocation/Infrastructure  ,01/10/2020,30/09/2030
EM Towers Limited ,"No. 18B, Onikepo Akande Street, Lekki, Phase 1, Lagos.",Collocation/Infrastructure  ,01/06/2019,31/05/2029
Merit Telecoms Nigeria Limited,"15, Adepegba Street, Off Obokun Street, Ilupeju, Lagos.",Collocation/Infrastructure  ,01/11/2020,31/10/2030
Starsight Towers Limited ,"No. 9, Ondo Street, Osborne Foreshore Estate, Ikoyi, Lagos.",Collocation/Infrastructure  ,01/12/2020,30/11/2030
Pisi Mobile Network Africa Limited,"Suite WW6 TBS, Onikan, Lagos.",Collocation/Infrastructure  ,01/12/2020,30/11/2030
Triotec Limited,"No. 19A, Adewole Kuku Street, Lekki Phase 1, Lagos.",Collocation/Infrastructure  ,01/02/2021,31/01/2031
Seerax Services Limited,"No. 28, Oke-Agbe Street, Off Ladoke Akintola Boulevard, Garki 2, Abuja.",Collocation/Infrastructure  ,01/01/2021,31/12/2030
MAB Consultant and Associates Ltd,"114 Kwame Nkurumah Street, Asokro, Abuja-FCT.",Collocation/Infrastructure  ,01/01/2021,31/12/2030
Amplitude Telecoms Africa Limited,"No B2 CBN Estate II, Satelitte Town, lagos.",Collocation/Infrastructure  ,01/04/2021,31/03/2031
Eastcastle Infrastructure Nigeria Limited,"Plot L2, 410 Close, Banana Island, Ikoyi, Lagos.",Collocation/Infrastructure  ,01/04/2021,31/03/2031
Baube Solutions Nigeria Ltd,"SCCN House, Plot 184, Ademola Adetokunbo Crescent, Wuse 2, Abuja.",Collocation/Infrastructure  ,01/04/2021,31/03/2031
Fahmaiyaa Nigeria Limited,"Suite 010, Plot 1099, Adamawa Plaza, Central Business District, buja.",Collocation/Infrastructure  ,01/04/2021,31/03/2031
Union Towers Limited,"No. 13, Ololade Avenue, Magono Shangisha, Lagos.",Collocation/Infrastructure  ,01/04/2021,31/03/2031
MPS Technologies Limited,"104, Ground Floor, Adamawa Plaza, Plot 1099, First Avenue, Central Area, Abuja.",Collocation/Infrastructure  ,01/04/2021,31/03/2031
Wagitel Communications Ltd,"Plot 983, Ahmadu Bello Way, Apo, Abuja.",Collocation/Infrastructure  ,01/04/2021,31/03/2031
Alliance Towers Limited,"No. 73 Victoria Street, Off Ogudu road, Ojota, Lagos.",Collocation/Infrastructure  ,01/06/2021,31/05/2031
Onenetwork Integrated Links Ltd,"6, Adamu Fika Street, FCDA Lifecamp, Abuja.",Collocation/Infrastructure  ,01/08/2021,31/07/2031
Vasimos Consults Nigeria Limited,"Annex No 2, Awwal Plaza, Michael Okpara Street, Wuse Zone 5, Abuja, FCT.",Collocation/Infrastructure  ,01/08/2021,31/07/2031
Kasi Cloud Limited,"4, Edward Hotonu Street, Lekki, Eti-Osa, Lagos.",Collocation/Infrastructure  ,01/09/2021,31/08/2031
TA & E Technologies Ltd,"Suite ww6, TBS Onikan, Lagos",Collocation/Infrastructure  ,01/09/2021,31/08/2031
Taicom Tech Limited,"21 Akin Ogunlewe Street, Victoria island lagos",Collocation/Infrastructure  ,01/06/2021,31/05/2031
Browsepoint Telecom Nigeria Limited,"No. 2, Danbazau Street, Gandu Layout, Kano",Collocation/Infrastructure  ,01/05/2022,30/04/2032
Integrated Towers & Wireless Infrastructure Ltd,"32b Ladipo Oluwole Street, Off Adeniyi Jones Avenue, Ikeja, Lagos.",Collocation/Infrastructure  ,01/05/2022,30/04/2032
Taylor Communication- Solution Infrastructure Limited,"No 229 Herbert Macaulay Way, Sabo, Yaba, Lagos State.",Collocation/Infrastructure  ,01/05/2022,30/04/2032
Grato Engineering Global Ltd,"SUCCESS PLAZA, PLOT 523, SYLVESTER UGOH CRESCENT JABI FCT ABUJA",Collocation/Infrastructure  ,01/05/2022,30/04/2032
