COMPANY NAME,ADDRESS,CATEGORY,START DATE,EXPIRY DATE
Waasek Tech Services Ltd,"26b, Shittu Animashaun Street, Gbagada Phase II, Lagos.",Sales & Inst Major ,01/01/2026,31/12/2030
Metronet Broadband Networks Ltd,"Suite 1, No 6, Safi Street, Zone 4, Wuse, Abuja.",Sales & Inst Major ,01/01/2026,31/12/2030
Netscope Concepts Nig Ltd,"L.S.G. Housing Scheme, Anthony Okogie Road, Lekki-Sangotedo, Eti-Osa, Lagos State.",Sales & Inst Major ,01/01/2026,31/12/2030
Atlantic Infinity Limited,"18a, Bayo Ajayi Street, Off Jobi Fele Way, CBD, Alausa, Lagos State.",Sales & Inst Major ,01/01/2026,31/12/2030
Bedstone Limited,"6 Salako Street, Clem Road, Lagos State.",Sales & Inst Major ,01/02/2026,31/01/2031
Dior Multi Corporate Limited,"No. 1, Yaya Dosunmu Close, Agungi Lekki Phase  1, Lagos.",Sales & Inst Major ,01/01/2026,31/12/2030
Evansly Technology Limited,"78-82, AH Mall, Kudirat Abiola Way, Oregun, Ikeja, Lagos State.",Sales & Inst Satellite ,01/02/2026,31/01/2031
Sielte Nig Ltd,"16A, Omerelu Street, GRA Phase 1, Port Harcourt, Rivers State.",Sales & Inst Major ,01/02/2026,31/01/2031
Blue Chip Communications Limited,"Kings Guards House, KM 10 Lagos-Epe Exp.way Near Chevron Round-About Lekki Lagos",Sales & Inst Major ,01/05/2023,30/04/2028
Cyberspace Limited,"33, Saka Tinubu Street, Victoria Island, Lagos",Sales & Inst Major ,01/04/2024,31/03/2029
Prec Pearl Nigeria Limited,"No. 51, Hughes Avenue, Alagomeji, Yaba, Lagos.",Sales & Inst Major ,01/11/2026,31/10/2031
Global Communications Extention Services Ltd,"No. 15, Hamza Abdullahi Close, Off Mamman Nasir Street, Asokoro, Abuja.",Sales & Inst Satellite ,01/10/2021,30/09/2026
Mackym Consult Limited,"No. 8 Omikunle Avenue, Akilapa Estate, Ibadan, Oyo State.",Sales & Inst Major ,01/04/2022,31/03/2027
Airworld Technologies Ltd,"No 13 Adeyinka Adebayo street, 1st gate, Legislative quarters Abuja",PNL-Regional  FCT,01/02/2021,31/01/2031
Airworld Technologies Ltd,"No 13 Adeyinka Adebayo street, 1st gate, Legislative quarters Abuja",PNL-Regional  Cross River,01/02/2021,31/01/2031
Airworld Technologies Ltd,"No 13 Adeyinka Adebayo street, 1st gate, Legislative quarters Abuja",PNL-Regional  Rivers,01/02/2021,31/01/2031
Inq. Digital Nigeria Limited (formerly Vodacom Business Africa Limited),"3A, Aja Nwachukwu Close Ikoyi Lagos",PNL-Regional  Rivers,01/11/2023,31/10/2033
Inq. Digital Nigeria Limited (formerly Vodacom Business Africa Limited),"3A, Aja Nwachukwu Close Ikoyi Lagos",PNL-Regional  Lagos,01/11/2023,31/10/2033
Inq. Digital Nigeria Limited (formerly Vodacom Business Africa Limited),"3A, Aja Nwachukwu Close Ikoyi Lagos",PNL-Regional  FCT,01/11/2023,31/10/2033
Vezeti Services Limited,"1, Vezeti Drive, Seaside Estate, Badore, Ajah Lagos",PNL-Regional  Lagos,01/07/2025,30/06/2035
Big Picture Nigeria Limited,"22, Glover Road, Ikoyi, Lagos",PNL-Regional  Lagos,01/10/2018,30/09/2028
Tizeti Network Limited,"2/3 Professor Olabisi Olagoke Street, Marwa Lekki Lagos/Suite C23 Cherub mall,opp.Alpha beach,lekki",PNL-Regional  Lagos,01/12/2018,30/11/2028
Broadbased Communications Ltd,"12th Floor, Necom House, 15 Marina road, Lagos.",PNL-Regional  FCT,01/06/2019,31/05/2029
Broadbased Communications Ltd,"12th Floor, Necom House, 15 Marina road, Lagos.",PNL-Regional  Akwa Ibom,01/06/2019,31/05/2029
Broadbased Communications Ltd,"12th Floor, Necom House, 15 Marina road, Lagos.",PNL-Regional  Kano,01/06/2019,31/05/2029
Broadbased Communications Ltd,"12th Floor, Necom House, 15 Marina road, Lagos.",PNL-Regional  Abia,01/08/2019,31/07/2029
Trucall Solutions Limited,"10th Floor, Right Wing, Office 1, Western House, 8/10 Broad Street, Lagos.",PNL-Regional  Lagos,01/10/2019,30/09/2029
Cyberspace Limited,"33, Saka Tinubu Street, Victoria Island Lagos",PNL-Regional  Lagos,01/07/2022,30/06/2032
Cyberspace Limited,"33, Saka Tinubu Street, Victoria Island Lagos",PNL-Regional  Delta,01/07/2022,30/06/2032
MYD Technologies Limited,"No. 26, Ajasa Street, Off King George Road, Onikan, Lagos.",PNL-Regional  Lagos,01/12/2019,30/11/2029
Realife Telecommunication Limited,"SF20 Anafara Plaza, First Avenue, Gwarimpa, Abuja.",PNL-Regional  FCT,01/02/2021,31/01/2031
Briclinks Africa Plc,"77, Nelson Mandela Street, Asokoro, Abuja.",PNL-Regional  FCT,01/02/2021,31/01/2031
Brass-Wave Global Limited,"#5, 1st Avenue EFAB Global Estate, Mbora, Abuja",PNL-Regional  Rivers,01/04/2021,31/03/2031
E-Concept Technologies Limited,"No.6 Bonny Close Area 2, Garki, Abuja.",PNL-Regional  Ogun,01/10/2021,30/09/2031
Disc Media & Telecoms Limited,NO 1 BARR & MRS C I OKONYE ST. OFF OKPANAM RD. ASABA. DELTA STATE,PNL-Regional  Delta,01/10/2021,30/09/2031
Innovalue Communications Limited,"3 Oluyinka Avenue, Laderin Abeokuta, Ogun State. ",PNL-Regional  Ogun,01/10/2021,30/09/2031
Imbil Telecom Solutions Nig. Ltd,"No 20, Adeshina Street, Off Awolowo Road, Ikeja, Lagos.",PNL-Regional  FCT,01/09/2021,31/08/2026
Imbil Telecom Solutions Nig. Ltd,"No 20, Adeshina Street, Off Awolowo Road, Ikeja, Lagos.",PNL-Regional  Lagos,01/09/2021,31/08/2026
Routecall Communications Limited,"58, Ladipo Kasumu Street, Off Adeleke Street, Off Tinuade, Allen, Ikeja, Lagos.",PNL-Regional  Lagos,01/05/2022,30/04/2032
ITSKY Solutions Ltd,"13b Fredrick Chiluba, Asokoro, Abuja",PNL-Regional  FCT,01/05/2022,30/04/2032
NGCOM Network Solutions Limited,NO 6A GEORGE ADIELE STREET LEKKI SCHEME 2,PNL-Regional  Lagos,01/05/2022,30/04/2032
NGCOM Network Solutions Limited,NO 6A GEORGE ADIELE STREET LEKKI SCHEME 2,PNL-Regional  Rivers,01/05/2022,30/04/2032
Coalesce Synergy Global Resources Limited,26 karaye close garki 2 abuja,PNL-Regional  FCT,01/06/2022,31/05/2032
Ratel Plus Nigeria Limited,"Plot 375 & 373 Zawachiki Layout, Behind 1000 Housing Estate, Fanshekara Road, Kano.",PNL-Regional  FCT,01/07/2022,30/06/2032
Browsepoint Telecom Nigeria Limited,"Plot 2, Gandu New Layout, Lawan Danbazau Street, Kano",PNL-Regional  Kano,01/05/2022,30/04/2032
Temlio Communication Limited,"No. 1, Olatunde Sanni Crescent, Mende, Maryland, Lagos",PNL-Regional  Lagos,01/06/2022,31/05/2032
Billyronks Global Ltd,"40A Alh. Basheer Shittu Avenue, Magodo GRA Phase 2, Lagos State.",PNL-Regional  Lagos,01/09/2022,31/08/2032
Billyronks Global Ltd,"40A Alh. Basheer Shittu Avenue, Magodo GRA Phase 2, Lagos State.",PNL-Regional  FCT,01/09/2022,31/08/2032
Nipol Telecom Limited (Formerly Nipol Mega Empire Ltd),"KM 18, Lekki-Epe Expressway, Osapa, Lekki, Lagos.",PNL-Regional  FCT,01/09/2022,31/08/2032
Spectranet Limited,"36B, Mobolaji Johnson Avenue, Oregun Industrial Estate, Alausa Ikeja Lagos",PNL-Regional  Ogun ,01/09/2022,31/08/2032
Nipol Telecom Limited (Formerly Nipol Mega Empire Ltd),"KM 18, Lekki-Epe Expressway, Osapa, Lekki, Lagos.",PNL-Regional  Lagos,01/09/2022,31/08/2032
Spectranet Limited,"36B, Mobolaji Johnson Avenue, Oregun Industrial Estate, Alausa Ikeja Lagos",PNL-Regional  Rivers,01/09/2022,31/08/2032
EON Global Telecom Limited,"Number 6, Yele Street, Wuse Zone 3, Abuja.",PNL-Regional  FCT,01/02/2023,31/01/2033
Briclinks Africa Plc,"77, Nelson Mandela Street, Asokoro, Abuja.",PNL-Regional  Lagos,01/03/2023,28/02/2033
"Connect, Surf and Smile Limited","Enipaul Plaza, 253 Oron Road, Uyo, Akwa Ibom State",PNL-Regional  FCT,01/04/2023,31/03/2033
"Connect, Surf and Smile Limited","Enipaul Plaza, 253 Oron Road, Uyo, Akwa Ibom State",PNL-Regional  Akwa Ibom,01/04/2023,31/03/2033
Smooth Multi-Service Platform Limited,"29A, Offa Road, Beside NUJ Office, GRA, Ilorin, Kwara State.",PNL-Regional  Kwara,01/04/2023,31/03/2033
Servicia Technologies Ltd,"No 4 Kokoma Close, Off  Buchanan Crescent, Wuse 2,Abuja.",PNL-Regional  FCT,01/06/2023,31/05/2033
Nativetalk Communications Limited,"5 Gbangbala Street, Ikate, Lekki, Lagos",PNL-Regional  Lagos,01/10/2023,30/09/2033
Ralydna Resources Limited,"BR 29-1, Brains & Hammers City, Life Camp, Abuja.",PNL-Regional  FCT,01/07/2024,30/06/2034
Chieze Global Telecoms Limited,"111/112 Bello Way, Jahi, Abuja.",PNL-Regional  FCT,01/12/2025,30/11/2035
Syndeo Solutions International Limited,"11th Floor, Suite 11B, Churchgate Tower 2, PC 31, Churchgate Street, Victoria Island, Lagos State.",PNL-Regional  Lagos,01/12/2025,30/11/2035
Yesid Telecom Solutions Ltd,"Suite 2001-2004, Plot 264, Kingfem Ga 24/7, Ahmadu Bello Way, Mabushi, Abuja.",PNL-Regional  Oyo,01/12/2025,30/11/2035
Yesid Telecom Solutions Ltd,"Suite 2001-2004, Plot 264, Kingfem Ga 24/7, Ahmadu Bello Way, Mabushi, Abuja.",PNL-Regional  Ogun,01/12/2025,30/11/2035
Lavi Tech Limited,"No. 10, Ifedapo Community Phase 3, Agbabiaka Oke-Ogun, Ilorin, Kwara.",PNL-Regional  Ogun ,01/12/2025,30/11/2035
Lavi Tech Limited,"No. 10, Ifedapo Community Phase 3, Agbabiaka Oke-Ogun, Ilorin, Kwara.",PNL-Regional  Kwara,01/01/2026,31/12/2035
Lavi Tech Limited,"No. 10, Ifedapo Community Phase 3, Agbabiaka Oke-Ogun, Ilorin, Kwara.",PNL-Regional  Abuja,01/01/2026,31/12/2035
Connectwaves Communications Limited,"No 1A, B Close Kado Estate Phase 1, Kado, Abuja.",PNL-Regional  Abuja,01/01/2026,31/12/2035
Innovation Park Ltd,"Plot 531, Obafemi Awolowo  Expree Way, Jabi, Abuja.",PNL-Regional  Kaduna,01/01/2026,31/12/2035
Wyvern Global Service Limited,"No. 22Ralda Street, Barnawa Village, Kaduna.",PNL-Regional  Kano,01/02/2026,01/01/2035
Visible Connect International Company Limited,"67 Rain Oil Petro Station, KM 11 Lagos-Ibadan Express Way, Fomowe, Ogun State.",PNL-Regional  Ogun ,01/02/2026,01/01/2035
Voix Networks Limited,"Byaun Resort, Plot 123, Ladoke Akintola Boulevard,Garki 2, Abuja.",PNL-Regional  FCT,01/12/2018,30/11/2028
Broadbased Communications Ltd,"12th Floor, Necom House, 15 Marina road, Lagos.",PNL-Regional  Lagos,01/12/2021,30/11/2031
Spectranet Limited,"36B, Mobolaji Johnson Avenue, Oregun Industrial Estate, Alausa Ikeja Lagos",PNL-Regional  Lagos,01/01/2022,31/12/2031
Airworld Technologies Ltd,"No 13 Adeyinka Adebayo street, 1st gate, Legislative quarters Abuja",PNL-Regional  Delta,01/02/2021,31/01/2031
21st Century Technologies Ltd,"5, Jeremiah Ugwu street, Off admiralty way, Lekki Phase 1, Lagos State",PNL-National  ,01/05/2019,30/04/2029
Airband Wireless Limited,"6th Floor, Landmark Towers, Victoria Island, Lagos.",PNL-National  ,01/02/2021,31/01/2031
Napet Telecommunication Limited,"No. 25, Misissipi Street, Maitama, Abuja",PNL-National  ,01/09/2022,31/08/2032
Friends Wireless Nig. Limited,"Block D1, No 23 Ndjamena Crescent, Wuse II, FCT Abuja.",PNL-National  ,01/11/2022,31/10/2032
Imbil Telecom Solutions Nig Ltd,"No. 20, Adeshina Street, Off Obafemi Awolowo Road, Ikeja, Lagos.",PNL-National  ,01/09/2023,31/08/2033
Screen AD Ltd,45B Remi Fani Kayode Ikeja,PNL-National  ,01/10/2023,30/09/2033
Emo Media Ltd,"45, Remi Fani Kayode Avenue, Lagos.",PNL-National  ,01/10/2023,30/09/2033
USK(S) Ventures International Limited,"No 2B, Mekong Crescent, Maitama, Abuja.",PNL-National  ,01/06/2023,31/05/2033
WTES Projects Limited,"7b Ondo Street, Osborne Foreshore Estate, Ikoyi ",PNL-National  ,01/01/2021,31/12/2030
Raeanna Limited,"No. 5, Niyi Okunubi Street, Lekki Phase 1, Lagos.",PNL-National  ,01/09/2024,31/08/2034
Emcatel Networks Limited,"41, Yakubu Gowon Way, Jos, Plateau State","PNL-Local Exchange  Kubwa, Abuja, FCT",01/01/2025,31/12/2034
101 Communication Limited,"1, First Avenue, Bourdillon Court, Chevron Drive Lekki, Lagos","PNL-Local Exchange  Chevron Drive, Lekki, Lagos",01/06/2016,31/05/2026
Nationwaves Telcom Nigeria Limited,"Plot 1209, Shehu Yar'adua Way, Mabushi, Abuja.","PNL-Local Exchange  Utako, Abuja, FCT",01/05/2019,30/04/2029
Ratel Plus Nigeria Limited,"Plot 373/375, Zawachiki Layout, Behind 1000 Housing Estate, Off Dorayi-Fanshekara Road, Kano.","PNL-Local Exchange  Fanshekara Area, Kano",01/06/2021,31/05/2031
Nextgen Telcoms Ltd,"House C, B16 Oba Akiloye Street, Lekky County Estate, Ikota, Lekki, Lagos","PNL-Local Exchange  Sangotedo, Lagos",01/05/2022,30/04/2032
Infraco Nigeria Limited,"F&F Towers, 7th Floor, No. 13, Ligali Ayorinde Street, Victoria Island, Lagos",Open Access Fibre Infrastructure Network (Infraco)  Lagos,01/07/2016,30/06/2036
Brinks Integrated Solution Limited,"1 River Patoca Close, Off Nile Street, Maitama",Open Access Fibre Infrastructure Network (Infraco)  Adamawa: Bauchi: Borno: Gombe: Taraba: Yobe,01/02/2018,31/01/2038
Zinox Technologies Limited,"3rd Floor, Technology House, Crescent Port Harcourt, Off Gimbiya Street, Area 11, Abuja.",Open Access Fibre Infrastructure Network (Infraco)  Abia: Anambra: Ebonyi: Enugu: Imo,01/02/2018,31/01/2038
Fleek Networks Nigeria Limited,"No. 60, Lake Chad Crescent Off IBB Way, Maitama, Abuja.",Open Access Fibre Infrastructure Network (Infraco)  Jigawa: Kaduna: Kano: Katsina: Kebbi: Sokoto: Zamfara,01/04/2018,31/03/2038
Raeanna Nigeria Limited,"No. 5 Niyi Okunubi Street, Lekki Phase 1, Abuja.",Open Access Fibre Infrastructure Network (Infraco)  Akwa Ibom: Bayelsa: Cross River: Delta: Edo: Rivers,01/04/2018,31/03/2038
O’odua Infraco Resource Limited,"37A Danube Street, Maitama, Abuja",Open Access Fibre Infrastructure Network (Infraco)  Ekiti: Ogun: Ond: Osun: Oyo,01/04/2018,31/03/2038
Broadbased Communications Ltd,"12th Floor, Necom House, 15 Marina road, Lagos.",Open Access Fibre Infrastructure Network (Infraco)  FCT,01/04/2021,31/03/2041
Seplat Energy Producing Nigeria Unlimited(Formerly Mobil Producing Nigeria Unlimited),"No. 1, Lekki Expressway, Victoria Island, Lagos.",Non-Commercial Closed User Network  ,01/08/2022,31/07/2027
Nigeria LNG Limited,"NLNG Road, Off Eastern Bypass, Port Harcourt, Rivers State.",Non-Commercial Closed User Network  ,01/08/2025,31/07/2030
Totalenergies EP Nigeria Limited,"PLOT 247 HERBERT MACAULAY WAY, CENTRAL BUSINESS DISTRICT",Non-Commercial Closed User Network  ,01/10/2024,30/09/2029
Anoh Gas Processing Company Limited,"No. 9, Bourdilon Road, Ikoyi, Lagos",Non-Commercial Closed User Network  ,01/11/2022,31/10/2027
African Development Bank Group,"Plot 1521 Cadastral Zone AO, Off Memorial Close, Beside Silverbird Galleria, Central Business District, FCT, Abuja.",Non-Commercial Closed User Network  ,01/06/2023,31/05/2028
Rex Forestry Limited,"No 28, Ademola Street, Off Awolowo Road, South West, Ikoyi, Lagos.",Non-Commercial Closed User Network  ,01/09/2023,31/08/2028
Sellafield Energy Resources Limited,"No. 2 Engr. Taiwo Odefunso Street, Ikate, Lekki 1, Lagos.",Non-Commercial Closed User Network  ,01/01/2024,31/12/2028
Indorama Eleme Petrochemicals Limited,"P.M.B 5151, East West Expressway, Port-Harcourt, River State.",Non-Commercial Closed User Network  ,01/06/2025,31/05/2030
Backbone Connectivity Network Nig. Ltd.,"Plot 1603, Howeidy A. Street, Kado, Abuja.",National Long Distance  ,01/10/2024,30/09/2044
Inq. Digital Nigeria Limited <br>(formerly Vodacom Business Africa Limited),"3A, Aja Nwachukwu Close, Ikoyi, Lagos ",National Long Distance  ,01/09/2008,31/08/2028
Steam Broadcasting & Communications Ltd,"Plot 267A, Etim Inyang Crescent, PMB 80096, Victoria Island, Lagos",National Long Distance  ,01/02/2010,30/01/2030
Cyberspace Ltd,"33 Saka Tinubu Street, V/I, Lagos",National Long Distance  ,01/04/2012,30/03/2032
Radial Circle Technical Services Limited (formerlyRadial Circle Telecommunications Limited),"56, Balarabe Musa Crescent, Off Samuel Manuwa Street, Victoria Island Lagos",National Long Distance  ,01/07/2013,30/06/2033
WTES Projects Limited,"7b, Ondo Street, Osborne Foreshore Estate, Ikoyi, Lagos.",National Long Distance  ,01/04/2020,31/03/2040
Telcopro Nigeria Limited,"Suite 34, Tafawa Balewa Shopping Complex, Race Corner, Lagos",National Long Distance  ,01/06/2022,31/05/2042
Napet Telecommunication Limited,"No. 25, Misissipi Street, Maitama, Abuja",National Long Distance  ,01/06/2022,31/05/2042
Bayobab Nigeria Infra Private Limited (formerly Globalconnect Nigeria Infra Private Limited),"MTN Plaza, Awolowo Road, Falomo,Ikoyi, Lagos.",National Long Distance  ,01/07/2023,30/06/2043
Intercontinental Data Networks Limited,"Plot 952, CO 2, Gwarinpa 2, Abuja.",National Long Distance  ,01/05/2024,30/04/2044
Broadbased Communications Ltd,"12th Floor, Necom House, 15 Marina road, Lagos.",National Long Distance  ,01/06/2024,31/05/2044
Airtel Nigeria Telesonic Limited,"Plot L2, 401 Close, Banana Island, Ikoyi, Lagos State.",National Long Distance  ,01/07/2024,30/06/2044
Galaxy Backbone Limited,"Plot 1243, Kur Mohammed Avenue, Central Business District, Abuja.",National Long Distance  ,01/07/2025,30/06/2045
Interconnect ClearingHouse Nigeria Limited,"15th, Floor NECOM House 15, Marina Lagos",Mobile Number Portability  ,01/10/2022,30/09/2032
Fibreworld Telecommunications Networks Limited,11th Floor Eleganza House 15B Joseph Harden Street Lagos Island Lagos,Metropolitan Fibre Cable  Lagos; Kano; Abuja; Port Harcourt; Warri; Aba; Ibadan,01/05/2023,30/04/2043
Backbone Connectivity Network Ltd,"Plot 1603, Howeidy A. Street, Kado, Abuja.",Metropolitan Fibre Cable  Kano; Kaduna; Abuja,01/08/2024,31/07/2044
Layer3 Limited,"14 YPO Shodeinde Street, Utako Abuja",Metropolitan Fibre Cable  ,01/02/2009,31/01/2029
Sun Networks Ltd,"1, Iga iduganran Street, Isale Eko, Lagos",Metropolitan Fibre Cable  ,01/04/2010,31/03/2030
Main One Cable Co. Nig Ltd,"F&F Towers, 7th Floor, No. 13, Ligali Ayorinde Street, Victoria Island, Lagos.",Metropolitan Fibre Cable  Lagos,01/06/2011,30/05/2031
Main One Cable Co. Nig Ltd,"F&F Towers, 7th Floor, No. 13, Ligali Ayorinde Street, Victoria Island, Lagos.",Metropolitan Fibre Cable  Abuja,01/06/2011,30/05/2031
Main One Cable Co. Nig Ltd,"F&F Towers, 7th Floor, No. 13, Ligali Ayorinde Street, Victoria Island, Lagos.",Metropolitan Fibre Cable  Port Harcourt,01/06/2011,30/05/2031
Broadbased Communications Ltd,"12th Floor, Necom House, 15 Marina road, Lagos.",Metropolitan Fibre Cable  Lagos,01/07/2011,30/06/2031
Aldreda Fields Ltd,"Plot 7 Admiralty Way, Lekki Phase 1, Lagos",Metropolitan Fibre Cable  Lagos,01/01/2019,31/12/2038
21st Century Technologies Limited,"5, Jeremiah Ugwu street, Off admiralty way, Lekki Phase 1, Lagos State",Metropolitan Fibre Cable  Lagos,01/07/2019,30/06/2039
Ratel Plus Nigeria Limited,"Plot 375 & 373, Zawachiki Layout, Behind 1000 Housing Estate, Kano.",Metropolitan Fibre Cable  Kano,01/02/2021,31/01/2041
Browsepoint Telecom Nigeria Limited,"Plot 2, Gandu New Layout, Lawan Danbazau Street, Kano",Metropolitan Fibre Cable  Kano,01/05/2022,30/04/2042
Seneca Technologies Limited,"No 756 Abubakar Usman Crescent, Jabi, Abuja.","Metropolitan Fibre Cable  Enugu,Anambra,Ebonyi,Imo,Abia",01/04/2023,31/03/2043
Oasis Management Company Ltd,"No. 12, Parakou Crescent, Wuse 2, Abuja",Metropolitan Fibre Cable  FCT,01/02/2023,31/01/2043
Imbil Telecom Solutions Nig Ltd,"No. 20, Adeshina Street, Off Obafemi Awolowo Road, Ikeja, Lagos",Metropolitan Fibre Cable  Lagos,01/09/2023,31/08/2043
Skolak Resources Limited,"Bz3 Sardauna Crescent, Off Junction Road, Kaduna.",Metropolitan Fibre Cable  Kaduna,01/09/2023,31/08/2043
STL Technologies Limited,"34 Awka Close, Opp No 30 Awka Crescent,War College Estate, 3rd Avenue, Gwarinpa, Abuja",Metropolitan Fibre Cable  Lagos,01/09/2023,31/08/2043
WNM Limited,"Plot 1619, Danmole Streety, Victoria Island, Lagos.",Metropolitan Fibre Cable  Lagos,01/10/2023,30/09/2043
Blue Chip Communications Limited,"Kings Guard House, Km 10 Lekki-Epe Expressway, Lekki, Lagos State.",Metropolitan Fibre Cable  Ondo,01/02/2024,31/01/2044
Solutronworks Nigeria Limited,"4TH FLOOR, TCF TOWERS, ADEOLA HOPEWELL STREET, VICTORIA ISLAND, LAGOS.",Metropolitan Fibre Cable  Anambra,01/05/2024,30/04/2044
Next Level Modern Innovative Engineering & Technology Limited,"33B OKA-AKOKO STREET, OPPOSITE ZENITH BANK GATE ALONG H MEDIX ROAD, GARKI 2",Metropolitan Fibre Cable  Abuja ,01/06/2024,31/05/2044
Digiconnect Infrastructure Limited,"8, Montgomery Road, Yaba, Lagos",Metropolitan Fibre Cable  Lagos,01/04/2025,31/03/2045
NGCOM Lastmile Solution Ltd,"5 Olaka Street, GRA phase 2, Port Harcourt ",Metropolitan Fibre Cable  Port Harcourt,01/12/2025,30/11/2045
Heartland Fibre-Optic Company Limited,"1 Cabinet Office Road, Owerri, Imo.",Metropolitan Fibre Cable  Imo,01/01/2026,31/12/2045
Trapezion Africa Limited,"274B Ajose Adeogun Street, Victoria Island, Lagos State.",Metropolitan Fibre Cable  Kaduna,01/01/2026,31/12/2045
KKON Technologies Limited,"No. 36 Olorunlogbon Street, Anthony Kosofe, Lagos State.",Internet Service Provider  ,01/12/2021,30/11/2026
IDS Africa Limited,"44-48, Channels TV Avenue, Isheri North, Lagos.",Internet Service Provider  ,01/02/2022,31/01/2027
IPNX Nig Ltd (Formerly Netco Services Limited),"4, Balarabe Musa Crescent, Victoria Island Lagos",Internet Service Provider  ,01/12/2021,30/11/2026
Orange Business Communications Services Nigeria Limited,"39, Alfred Rewame Road, Office 734,7th Floor, Mulliner Towers, Ikoyi, Lagos",Internet Service Provider  ,01/12/2023,30/11/2028
Drausnet Ltd,"Plot 5 Block V, Ganiu Enitan Street, By Conservation Toll Gate Plaza, Lekki-Ajah Expreeway Lagos.",Internet Service Provider  ,01/06/2024,31/05/2029
Spectranet Limited,"36B, Mobolaji Johnson Avenue, Oregun Industrial Estate, Alausa Ikeja Lagos",Internet Service Provider  ,01/06/2023,31/05/2028
Cyberspace Limited,"33, Saka Tinubu Street, P.O. Box 75484, Victoria Island, Lagos.",Internet Service Provider  ,01/09/2023,31/08/2028
Zinox Telecommunications Limited,"Technology House, 5, Redemption Crescent, Gbagada Industrial Layout, Lagos.",Internet Service Provider  ,01/10/2022,30/09/2027
Main One Cable Co. Nig Ltd,"F&F Towers, 7th Floor, No. 13, Ligali Ayorinde Street, Victoria Island, Lagos.",Internet Service Provider  ,01/06/2021,31/05/2026
Trussnet Ltd,"No. 141a, Olabode George Street, Victoria Island, Lagos.",Internet Service Provider  ,01/08/2021,31/07/2026
CBC EMEA Limited,"CBC Towers, Olubunmi Owa Street, Lekki Phase 1 Lagos",Internet Service Provider  ,01/11/2022,30/10/2027
Tizeti Network Limited,"2/3 Professor Olabisi Olagoke Street, Marwa Lekki Lagos. 0700 200 200 200.",Internet Service Provider  ,01/12/2022,30/11/2027
Dimension Data Limited <br>(formerly IS Internet Solution Limited),"Fabac Centre, 3B , Ligali Ayorinde Avenue, V/I Lagos",Internet Service Provider  ,01/02/2023,31/01/2028
Zeta - Web Nigeria Limited,"32 Providence Street, Lekki Phase 1, Lagos State.",Internet Service Provider  ,01/05/2024,30/04/2029
Internet Solutions Nigeria Limited,"11-12, Ibiyinka Olorunbe Close, Off Amodu Ojikutu Str, V/I, Lagos",Internet Service Provider  ,01/05/2023,30/04/2028
Backbone Connectivity Network (Nigeria) Limited,"Plot 1603, Howeidy A. Street, Kado, Abuja.",Internet Service Provider  ,01/12/2024,30/11/2029
Cobranet Limited,"Block 10, Plot 24, Jeremiah Ugwu Street, Lekki Phase 1, Lagos.",Internet Service Provider  ,01/04/2025,31/03/2030
Tehilah Base Digital Limited,"Shop 5b, 129, Isawo Road, Agric Ikorodu, Lagos.",Internet Service Provider  ,01/04/2021,31/03/2026
Inq. Digital Nigeria Limited <br>(formerly Vodacom Business Africa Limited),"3A, Aja Nwachukwu Close, Ikoyi Lagos.",Internet Service Provider  ,01/02/2023,31/01/2028
Layer3 Limited,"14 YPO Shodeinde Street, Utako Abuja",Internet Service Provider  ,01/09/2025,31/08/2030
Juniper Solutions Limited ,"215-219 Ikorodu road, ilupeju, Lagos.",Internet Service Provider  ,01/09/2021,31/08/2026
Content Oasis Limited,"142 Adetokunbo Ademola Crescent, Wuse 11, Abuja",Internet Service Provider  ,01/07/2024,30/06/2029
Coverage Broadband Limited,"No. 3, Gurara Street, Off Yedseram St. Maitama, Abuja",Internet Service Provider  ,01/04/2022,31/03/2027
Syscodes Communications Ltd,"17B SALIU AINA LAWAL STREET, OFF MOBIL ROAD, ILAJE BUSTOP, MAROKO, AJAH, LAGOS",Internet Service Provider  ,01/06/2022,31/05/2027
Platinum Index Data Communications Ltd,"J177 Road 5, Ikota Shopping Complex VGC- Ajah, Lagos.",Internet Service Provider  ,01/06/2022,31/05/2027
Radical Technology Network Limited,"Plot 267A Etim Inyang Crescent, Victoria Island, Lagos",Internet Service Provider  ,01/09/2022,31/08/2027
Connectfocus Technologies Limited <br>(formerly infrafocus Tech Ltd),"Block 75, Plot 15 Ichie Mike Ejezie Street, off Fola Osibo Lekki Phase 1, Lagos.",Internet Service Provider  ,01/11/2022,31/10/2027
VDT Communications Limited,"7th Floor, Leadway Marble House, 1, Alfred Rewane Road, Falomo, Ikoyi, Lagos. ",Internet Service Provider  ,01/08/2021,31/07/2026
Service Aggregation & Distribution Limited,"B17 , Shakur Plaza3, Michika Street, Area 11, Abuja F.C.T ",Internet Service Provider  ,01/02/2023,31/01/2028
IP Express Ltd ,"IPSSDC road, Encounter House, Magodo, Lagos.",Internet Service Provider  ,01/03/2023,29/02/2028
BT Nigeria Limited,"Adol House, 15 Cipm Avenue, Alausa, Ikeja, Lagos.",Internet Service Provider  ,01/04/2023,31/03/2028
Briclinks Africa Plc,"77 Nelson Mandela Street, Asokoro, Abuja, Fct",Internet Service Provider  ,01/07/2023,30/06/2028
Ihsanquest Limited,"SUITE 401 THE KINGS, OFF AHMADU BELLO WAY, KADO ABUJA FCT",Value Added Services SCN ,01/02/2024,31/01/2029
